NAME: WALL_FOLLOWING_ROBOT_2
NB_SAMPLES: 5456
NB_ATTRIBUTES: 2
1.221 0.789 0
1.215 0.787 0
1.206 0.784 0
1.196 0.780 0
1.183 0.774 0
1.169 0.768 0
1.153 0.762 0
1.136 0.755 0
1.118 0.748 0
1.100 0.741 0
1.081 0.734 0
1.063 0.727 0
1.044 0.719 0
1.025 0.712 0
1.006 0.705 0
0.986 0.697 0
0.967 0.689 0
0.947 0.681 0
0.928 0.674 0
0.868 0.666 2
0.852 0.658 2
0.835 0.650 2
0.850 0.643 2
0.808 0.635 2
0.801 0.625 2
0.801 0.621 2
0.795 0.622 2
0.798 0.624 2
0.802 0.617 2
0.804 0.618 2
0.807 0.618 2
0.803 0.617 2
0.804 0.617 2
0.804 0.612 2
0.804 0.612 2
0.804 0.611 2
0.804 0.610 2
0.804 0.609 2
0.804 0.607 2
0.804 0.605 2
0.804 0.596 2
0.804 0.594 2
0.804 0.589 2
0.804 0.584 2
0.805 0.583 2
0.806 0.581 2
0.807 0.579 2
0.808 0.581 2
0.807 0.580 2
0.807 0.580 2
0.807 0.580 2
0.807 0.580 2
0.807 0.580 2
0.807 0.579 2
0.807 0.582 2
0.808 0.581 2
0.808 0.579 2
0.808 0.574 2
0.808 0.572 2
0.808 0.571 2
0.808 0.569 2
0.807 0.567 2
0.808 0.565 2
0.808 0.563 2
0.808 0.563 2
0.808 0.563 2
0.808 0.563 2
0.808 0.562 2
0.807 0.562 2
0.807 0.564 2
0.806 0.568 2
0.805 0.566 2
0.805 0.567 2
0.804 0.557 2
0.803 0.552 2
0.803 0.550 2
0.802 0.548 2
0.802 0.543 2
0.806 0.545 2
0.806 0.543 2
0.804 0.542 2
0.800 0.592 2
0.798 0.564 2
0.796 0.543 2
0.795 0.539 2
0.794 0.538 2
0.793 0.541 2
0.793 0.610 2
0.793 0.842 2
0.795 0.825 2
0.817 0.703 2
0.833 0.572 2
0.794 0.674 2
0.794 0.569 2
0.797 0.851 2
0.800 0.556 2
0.817 0.570 2
0.825 0.569 2
1.696 0.572 0
1.699 0.574 0
0.975 0.776 0
0.968 0.776 0
1.698 0.775 0
1.700 0.774 0
1.696 0.774 0
1.694 0.771 0
1.690 0.769 0
1.683 0.766 0
0.948 0.766 0
0.948 0.762 0
0.931 0.756 0
0.913 0.752 0
1.615 0.745 0
1.598 0.735 0
1.580 0.729 0
1.561 0.726 0
1.544 0.715 0
0.881 0.708 2
0.886 0.704 2
1.484 0.697 0
1.468 0.686 0
1.444 0.682 0
0.881 0.675 2
0.860 0.665 2
1.395 0.659 0
0.867 0.653 2
1.360 0.647 0
1.344 0.641 0
1.335 0.639 0
1.331 0.640 0
1.328 0.636 0
1.327 0.658 0
1.324 0.636 0
1.321 0.635 0
0.886 0.634 2
1.316 0.633 0
1.314 0.632 0
1.316 0.632 0
1.313 0.637 0
1.311 0.634 0
1.311 0.633 0
1.306 0.650 0
1.303 0.632 0
1.300 0.628 0
1.298 0.627 0
1.296 0.626 0
1.295 0.625 0
1.293 0.625 0
1.291 0.624 0
1.286 0.623 0
1.287 0.622 0
1.282 0.622 0
1.278 0.623 0
1.275 0.625 0
1.266 0.633 0
0.846 0.612 2
0.832 0.608 2
1.226 0.602 0
1.207 0.597 0
1.191 0.591 0
0.835 0.583 2
1.158 0.582 0
1.144 0.578 0
1.134 0.575 0
1.121 0.568 0
1.108 0.564 0
1.096 0.559 0
0.781 0.552 2
0.766 0.547 2
0.596 0.543 2
1.040 0.534 0
0.586 0.529 2
0.823 0.524 2
0.802 0.520 2
0.987 0.516 0
0.766 0.510 2
0.762 0.507 2
0.762 0.506 2
0.759 0.506 2
0.759 0.506 2
0.761 0.505 2
0.980 0.504 0
0.983 0.504 0
0.972 0.503 0
0.971 0.502 0
0.970 0.501 0
0.969 0.501 0
0.967 0.501 0
0.966 0.501 0
0.964 0.501 0
0.961 0.500 0
0.951 0.499 0
0.943 0.498 0
0.882 0.497 2
0.865 0.495 2
0.906 0.494 1
0.892 0.493 2
0.876 0.491 2
0.866 0.489 2
0.855 0.489 2
0.844 0.488 2
0.835 0.487 2
0.834 0.486 2
0.835 0.484 2
0.836 0.483 2
0.836 0.483 2
0.836 0.482 2
0.836 0.482 2
0.836 0.481 2
0.839 0.480 2
0.842 0.479 2
1.461 0.477 1
1.111 0.476 1
1.110 0.474 1
1.109 0.473 1
1.104 0.472 1
1.102 0.472 1
1.105 0.472 1
1.105 0.472 1
1.101 0.472 1
1.101 0.472 1
1.103 0.472 1
1.102 0.472 1
1.105 0.472 1
1.098 0.473 1
1.500 0.473 1
1.493 0.474 1
1.486 0.475 1
1.479 0.476 1
1.468 0.478 1
1.460 0.480 1
1.456 0.481 1
1.447 0.483 1
1.436 0.484 1
1.427 0.486 1
1.419 0.488 1
1.412 0.490 1
1.406 0.492 1
1.397 0.494 1
1.389 0.497 0
1.315 0.499 0
1.304 0.502 0
1.299 0.504 0
1.358 0.508 0
1.349 0.512 0
1.339 0.516 0
1.329 0.521 0
1.318 0.527 0
1.306 0.533 0
1.295 0.539 0
1.284 0.545 0
1.266 0.552 0
1.248 0.559 0
1.233 0.566 0
1.212 0.573 0
1.164 0.580 0
1.145 0.587 0
1.123 0.594 0
1.103 0.601 0
1.081 0.608 0
1.061 0.616 0
1.043 0.623 0
1.024 0.630 0
1.005 0.637 0
0.985 0.645 0
0.966 0.652 0
0.947 0.659 0
0.928 0.664 0
0.910 0.668 0
0.893 0.675 2
0.874 0.683 2
0.856 0.689 2
0.837 0.690 2
0.822 0.691 2
1.091 0.693 0
1.088 0.694 0
1.442 0.697 0
1.440 0.695 0
1.445 0.695 0
1.444 0.696 0
1.442 0.697 0
1.439 0.698 0
1.437 0.699 0
1.436 0.699 0
1.435 0.699 0
1.430 0.700 0
1.427 0.701 0
1.422 0.703 0
1.056 0.706 0
1.047 0.709 0
1.041 0.714 0
1.031 0.720 0
1.026 0.726 0
1.018 0.733 0
1.010 0.740 0
0.667 0.747 2
0.645 0.755 2
0.625 0.763 2
0.609 0.770 2
0.593 0.778 2
0.575 0.785 2
0.565 0.788 2
0.554 0.783 2
0.548 0.776 2
0.549 0.774 2
0.553 0.774 2
0.556 0.771 2
0.563 0.770 2
0.569 0.769 2
0.569 0.769 2
0.998 0.768 0
0.995 0.768 0
0.995 0.767 0
0.994 0.766 0
0.996 0.766 0
0.995 0.766 0
0.990 0.766 0
0.985 0.765 0
0.978 0.764 0
0.968 0.763 0
0.956 0.766 0
0.942 0.765 0
0.928 0.768 0
0.913 0.768 0
0.898 0.771 2
0.882 0.771 2
0.865 0.770 2
0.848 0.764 2
0.832 0.765 2
0.816 0.766 2
0.802 0.767 2
0.786 0.768 2
0.781 0.768 2
0.782 0.769 2
0.783 0.768 2
0.785 0.770 2
0.785 0.768 2
0.784 0.767 2
0.784 0.868 2
0.783 0.870 2
0.783 0.870 2
0.782 0.869 2
0.780 0.771 2
0.779 0.766 2
0.778 0.760 2
0.777 0.754 2
0.776 0.749 2
0.776 0.747 2
0.776 0.746 2
0.777 0.748 2
0.777 0.747 2
0.780 0.747 2
0.780 0.747 2
0.779 0.746 2
0.785 0.391 2
1.556 0.386 1
0.828 0.374 2
0.782 0.372 2
0.777 0.371 2
0.776 0.366 2
0.775 0.364 2
0.774 0.366 2
0.776 0.375 2
0.779 0.746 2
0.796 0.750 2
1.807 0.364 1
1.799 0.354 1
1.798 0.352 1
0.944 0.350 1
1.795 0.350 1
0.935 0.350 1
0.942 0.350 1
1.794 0.350 1
1.794 0.350 1
0.938 0.350 1
0.937 0.350 1
0.937 0.350 1
0.943 0.350 1
0.939 0.350 1
0.933 0.350 1
0.936 0.350 1
0.936 0.350 1
0.932 0.350 1
0.935 0.350 1
0.935 0.350 1
0.935 0.350 1
0.935 0.350 1
0.931 0.350 1
0.935 0.350 1
0.931 0.353 1
0.933 0.353 1
0.930 0.744 0
0.923 0.743 0
0.915 0.743 0
0.909 0.740 0
0.902 0.740 0
0.893 0.733 2
0.886 0.726 2
1.717 0.376 1
1.704 0.371 1
2.695 0.372 1
2.682 0.377 1
2.672 0.396 1
2.659 0.692 0
2.647 0.688 0
2.636 0.684 0
2.625 0.680 0
2.616 0.460 1
2.608 0.674 0
2.598 0.461 1
2.586 0.469 1
2.579 0.662 0
2.562 0.658 0
2.552 0.655 0
2.538 0.651 0
1.498 0.647 0
1.480 0.644 0
1.465 0.511 0
1.449 0.527 0
1.429 0.633 0
1.414 0.626 0
1.396 0.582 0
1.378 0.584 0
1.359 0.613 0
1.344 0.614 0
1.325 0.611 0
1.306 0.607 0
2.287 0.603 0
2.266 0.599 0
2.245 0.595 0
2.224 0.591 0
2.204 0.585 0
2.184 0.582 0
2.164 0.579 0
2.145 0.578 0
2.126 0.575 0
2.108 0.572 0
2.089 0.569 0
2.070 0.566 0
2.051 0.563 0
2.032 0.559 0
2.013 0.556 0
1.995 0.553 0
1.976 0.549 0
1.957 0.546 0
1.939 0.542 0
1.920 0.538 0
1.902 0.534 0
1.884 0.530 0
0.592 0.527 2
0.587 0.523 2
0.583 0.519 2
0.576 0.515 2
0.575 0.511 2
0.572 0.507 2
0.568 0.504 2
0.803 0.500 2
0.801 0.498 2
0.802 0.497 2
0.802 0.497 2
0.802 0.496 2
0.802 0.496 2
0.802 0.496 2
0.802 0.495 2
0.802 0.494 2
0.804 0.493 2
1.542 0.492 1
1.542 0.491 1
1.545 0.490 1
1.754 0.489 1
1.754 0.489 1
1.753 0.489 1
1.753 0.489 1
1.754 0.489 1
1.753 0.489 1
1.752 0.488 1
1.749 0.488 1
1.745 0.487 1
0.589 0.487 2
0.590 0.486 2
0.590 0.486 2
1.715 0.484 1
1.706 0.483 1
1.697 0.482 1
1.690 0.481 1
1.684 0.480 1
1.677 0.480 1
1.470 0.480 1
1.663 0.480 1
1.453 0.481 1
1.449 0.481 1
1.435 0.482 1
1.428 0.483 1
1.417 0.485 1
1.415 0.486 1
1.417 0.488 1
1.592 0.490 1
1.581 0.492 1
1.571 0.494 1
1.560 0.496 0
1.550 0.497 0
1.540 0.499 0
1.529 0.502 0
1.518 0.504 0
1.505 0.507 0
1.491 0.511 0
1.476 0.515 0
1.460 0.520 0
1.443 0.524 0
1.426 0.530 0
1.408 0.535 0
1.390 0.541 0
1.372 0.546 0
1.354 0.553 0
1.336 0.558 0
1.318 0.564 0
1.300 0.570 0
1.282 0.576 0
1.264 0.583 0
1.245 0.589 0
1.225 0.595 0
1.206 0.601 0
1.186 0.608 0
1.167 0.614 0
1.147 0.621 0
1.131 0.627 0
1.111 0.633 0
1.091 0.640 0
1.072 0.646 0
1.052 0.653 0
1.030 0.659 0
1.011 0.663 0
0.991 0.670 0
0.972 0.682 0
0.952 0.686 0
0.933 0.693 0
0.914 0.700 0
0.895 0.707 2
0.876 0.714 2
0.857 0.721 2
0.838 0.728 2
0.819 0.735 2
0.801 0.742 2
0.785 0.747 2
0.776 0.748 2
0.777 0.746 2
0.780 0.744 2
0.780 0.744 2
0.780 0.744 2
0.779 0.744 2
0.779 0.744 2
0.779 0.743 2
0.779 0.743 2
0.778 0.743 2
0.778 0.743 2
0.778 0.743 2
0.778 0.742 2
0.778 0.742 2
0.780 0.741 2
0.779 0.744 2
0.774 0.743 2
0.773 0.748 2
0.772 0.743 2
0.771 0.738 2
0.770 0.737 2
0.769 0.737 2
0.768 0.739 2
0.767 0.739 2
0.766 0.743 2
0.766 0.749 2
0.771 1.151 2
0.875 0.746 2
0.818 0.789 2
0.768 0.784 2
0.767 0.783 2
0.767 0.784 2
0.770 0.810 2
0.773 0.769 2
0.786 0.763 2
0.797 0.756 2
1.543 0.753 0
1.544 0.749 0
0.780 0.746 2
1.544 0.743 0
1.543 0.745 0
1.541 0.741 0
1.540 0.741 0
1.539 0.741 0
1.538 0.740 0
1.534 0.739 0
1.527 0.737 0
1.518 0.733 0
1.506 0.729 0
1.492 0.724 0
1.478 0.718 0
1.463 0.712 0
1.446 0.709 0
1.430 0.702 0
1.415 0.696 0
1.397 0.692 0
1.375 0.686 0
1.356 0.676 0
1.337 0.670 0
1.322 0.667 0
1.300 0.657 0
1.281 0.651 0
1.265 0.644 0
1.246 0.638 0
1.226 0.632 0
1.206 0.625 0
1.184 0.619 0
1.164 0.611 0
1.144 0.604 0
1.124 0.598 0
1.108 0.590 0
1.085 0.584 0
1.066 0.580 0
1.048 0.577 0
1.029 0.567 0
1.010 0.561 0
0.755 0.555 2
0.712 0.551 2
0.684 0.542 2
0.669 0.536 2
0.658 0.529 2
0.655 0.520 2
0.886 0.515 2
0.880 0.506 2
0.570 0.504 2
0.568 0.504 2
0.565 0.505 2
0.887 0.505 2
0.886 0.504 2
0.565 0.503 2
0.886 0.502 2
0.889 0.501 2
0.889 0.501 2
0.889 0.500 2
0.888 0.500 2
0.889 0.499 2
0.889 0.498 2
0.889 0.497 2
0.889 0.495 2
0.890 0.494 2
0.890 0.493 2
0.891 0.491 2
0.891 0.490 2
0.888 0.489 2
0.584 0.486 2
0.891 0.484 2
0.893 0.482 2
0.892 0.480 2
0.892 0.479 2
0.893 0.477 2
0.892 0.475 2
0.892 0.473 2
0.892 0.472 2
0.893 0.470 2
0.895 0.467 2
0.887 0.464 2
0.890 0.461 2
0.889 0.459 2
0.888 0.457 2
0.887 0.455 2
0.887 0.453 2
0.886 0.451 2
0.889 0.450 2
0.882 0.452 2
0.887 0.463 2
0.877 0.451 2
0.880 0.447 2
0.879 0.446 2
0.878 0.446 2
0.876 0.445 2
0.876 0.448 2
0.878 0.475 2
0.877 0.504 2
0.879 0.553 2
0.887 0.453 2
0.899 0.457 2
0.877 0.545 2
0.873 0.539 2
0.876 1.053 2
0.882 0.470 2
0.892 0.469 2
3.287 0.474 1
3.284 0.481 1
3.284 0.858 0
3.285 0.855 0
3.285 0.851 0
3.288 0.851 0
3.291 0.851 0
3.285 0.851 0
3.278 0.848 0
3.266 0.845 0
3.256 0.843 0
3.244 0.835 0
3.230 0.832 0
3.215 0.822 0
3.202 0.817 0
3.187 0.593 0
3.163 0.800 0
3.144 0.792 0
3.126 0.788 0
1.022 0.777 0
3.090 0.769 0
3.067 0.765 0
3.051 0.758 0
3.031 0.750 0
0.949 0.740 0
0.929 0.732 0
0.910 0.728 0
2.954 0.718 0
2.935 0.714 0
2.916 0.723 0
2.898 0.714 0
2.880 0.704 0
2.862 0.697 0
2.844 0.689 0
2.826 0.683 0
2.808 0.675 0
2.790 0.686 0
2.771 0.666 0
2.752 0.663 0
2.733 0.673 0
2.714 0.649 0
2.696 0.643 0
2.678 0.636 0
2.659 0.630 0
2.641 0.622 0
2.622 0.613 0
2.601 0.609 0
2.582 0.599 0
2.566 0.596 0
2.547 0.587 0
2.526 0.580 0
2.507 0.574 0
2.488 0.567 0
2.470 0.561 0
2.452 0.557 0
2.434 0.551 0
2.415 0.543 0
2.397 0.537 0
2.378 0.527 0
2.360 0.523 0
2.342 0.535 0
2.323 0.524 0
2.305 0.506 0
2.287 0.503 0
1.923 0.492 1
1.900 0.487 1
1.887 0.483 1
2.211 0.480 1
2.193 0.478 1
2.176 0.479 1
2.159 0.497 0
2.143 0.486 1
2.127 0.503 0
2.112 0.514 0
2.098 0.492 1
2.084 0.479 1
2.071 0.483 1
1.813 0.630 0
1.796 0.482 1
1.789 0.621 0
1.782 0.625 0
1.770 0.597 0
2.001 0.601 0
1.788 0.605 0
1.771 0.571 0
1.964 0.544 0
1.952 0.579 0
1.941 0.522 0
1.927 0.530 0
1.910 0.516 0
1.893 1.428 3
1.876 1.419 3
1.859 1.413 3
1.840 1.405 3
1.820 1.400 3
1.801 1.398 3
1.782 1.394 3
1.763 1.389 3
1.745 1.386 3
1.727 1.381 3
1.633 1.380 3
1.693 1.384 3
1.678 1.412 3
1.663 1.378 3
1.649 1.372 3
1.569 1.369 3
1.559 1.367 3
1.578 1.364 3
1.547 1.361 3
1.555 1.358 3
1.450 1.362 3
1.369 2.692 3
1.358 2.689 3
1.342 2.686 3
1.332 0.753 0
1.347 0.761 0
1.333 0.772 0
1.307 0.775 0
1.300 0.785 0
1.292 0.856 0
1.284 0.935 3
1.276 2.253 3
1.265 1.319 3
1.254 1.324 3
1.245 1.336 3
1.234 2.293 3
1.226 0.832 0
1.211 0.834 0
1.197 0.839 0
1.182 0.843 0
1.163 0.847 0
1.147 0.854 0
1.131 0.860 0
1.115 2.358 3
1.098 2.365 3
1.081 2.372 3
1.064 0.875 0
1.047 0.883 0
1.031 0.891 0
1.014 2.401 3
0.997 2.407 3
0.980 0.895 0
0.966 0.897 0
0.948 0.903 3
0.932 0.908 3
0.915 0.913 3
0.899 0.916 2
0.883 0.922 2
0.867 0.927 2
0.851 0.932 2
0.836 0.938 2
0.822 0.917 2
0.816 0.903 2
0.817 0.897 2
0.817 0.891 2
0.822 0.890 2
0.822 0.894 2
0.822 0.890 2
0.818 0.890 2
0.817 0.890 2
0.816 0.889 2
0.816 0.888 2
0.814 0.887 2
0.814 0.886 2
0.813 0.885 2
0.812 0.884 2
0.815 0.889 2
0.815 0.978 2
0.815 0.898 2
0.813 0.970 2
0.812 0.881 2
0.807 0.877 2
0.806 0.877 2
0.805 0.901 2
0.804 0.963 2
0.803 0.871 2
0.805 0.954 2
0.805 0.887 2
0.807 0.837 2
0.823 0.834 2
0.874 0.830 2
0.806 0.822 2
0.802 0.819 2
0.804 0.818 2
0.807 0.814 2
0.813 0.826 2
0.881 0.798 2
0.892 0.792 2
0.893 0.788 2
0.895 0.785 2
1.265 0.782 0
1.269 0.779 0
1.270 0.786 0
1.270 0.774 0
1.268 0.769 0
1.265 0.776 0
1.259 0.789 0
1.251 0.776 0
1.241 0.770 0
1.229 0.766 0
1.215 0.754 0
1.200 0.752 0
1.076 0.747 0
1.057 0.741 0
1.041 0.739 0
1.025 0.727 0
1.110 0.725 0
1.004 0.719 0
1.071 0.713 0
1.051 0.710 0
1.031 0.708 0
1.012 0.692 0
0.992 0.689 0
0.972 0.687 0
0.950 0.674 0
0.934 0.671 0
0.915 0.665 0
0.893 0.660 2
0.874 0.654 2
0.856 0.648 2
0.837 0.645 2
0.818 0.632 2
0.801 0.634 2
0.786 0.619 2
0.778 0.608 2
0.779 0.603 2
0.782 0.602 2
0.784 0.602 2
0.784 0.603 2
0.784 0.602 2
0.784 0.602 2
0.783 0.601 2
0.783 0.596 2
0.783 0.595 2
0.784 0.594 2
0.784 0.592 2
0.784 0.590 2
0.785 0.589 2
0.786 0.588 2
0.786 0.587 2
0.785 0.590 2
0.784 0.584 2
0.784 0.578 2
0.783 0.576 2
0.783 0.574 2
0.783 0.572 2
0.783 0.570 2
0.782 0.572 2
0.781 0.577 2
0.780 0.568 2
0.779 0.562 2
0.778 0.557 2
0.777 0.555 2
0.776 0.553 2
0.779 0.555 2
0.779 0.553 2
0.773 0.552 2
0.771 0.564 2
0.769 0.552 2
0.767 0.551 2
0.765 0.551 2
0.763 0.550 2
0.762 0.578 2
0.761 0.588 2
0.763 0.798 2
0.766 0.686 2
0.779 0.586 2
0.765 0.681 2
0.761 0.663 2
0.760 0.775 2
0.763 0.813 2
0.766 0.567 2
0.776 0.572 2
0.794 0.577 2
1.650 0.750 0
1.665 0.743 0
1.664 0.741 0
1.664 0.738 0
0.934 0.736 0
0.925 0.736 0
0.917 0.734 0
0.873 0.731 2
0.910 0.727 0
0.892 0.722 2
0.887 0.716 2
0.871 0.710 2
0.856 0.703 2
1.556 0.697 0
1.547 0.692 0
1.536 0.691 0
1.533 0.687 0
1.533 0.686 0
1.531 0.686 0
1.529 0.685 0
1.527 0.685 0
1.524 0.684 0
1.523 0.683 0
1.522 0.682 0
0.904 0.682 0
0.900 0.680 2
0.892 0.676 2
1.492 0.672 0
1.479 0.668 0
0.851 0.666 2
0.844 0.661 2
1.439 0.657 0
0.880 0.655 2
1.415 0.651 0
1.407 0.643 0
1.396 0.636 0
1.385 0.632 0
1.374 0.629 0
1.360 0.622 0
1.348 0.618 0
0.885 0.613 2
1.315 0.608 0
1.302 0.604 0
1.287 0.598 0
1.269 0.593 0
1.252 0.588 0
1.235 0.583 0
1.219 0.579 0
1.203 0.575 0
1.187 0.570 0
0.867 0.565 2
1.154 0.561 0
1.140 0.556 0
1.123 0.552 0
1.106 0.547 0
1.090 0.543 0
1.074 0.539 0
1.060 0.535 0
1.049 0.532 0
1.037 0.528 0
1.021 0.521 0
1.006 0.518 0
0.986 0.516 0
0.967 0.513 0
0.826 0.510 2
0.930 0.508 0
0.855 0.506 2
0.898 0.503 2
0.879 0.501 2
0.863 0.499 2
0.848 0.496 2
0.834 0.494 2
0.824 0.493 2
0.821 0.490 2
0.827 0.490 2
0.828 0.490 2
0.829 0.490 2
0.829 0.490 2
0.828 0.489 2
0.828 0.489 2
0.828 0.488 2
0.831 0.487 2
0.828 0.486 2
0.832 0.485 2
0.831 0.484 2
0.834 0.483 2
1.447 0.482 1
1.101 0.481 1
1.101 0.480 1
1.100 0.479 1
1.100 0.479 1
1.096 0.480 1
1.095 0.479 1
1.098 0.480 1
1.095 0.479 1
1.092 0.480 1
1.086 0.480 1
1.077 0.480 1
0.823 0.481 2
1.473 0.481 1
1.464 0.482 1
1.455 0.483 1
1.446 0.484 1
1.438 0.484 1
1.428 0.485 1
1.421 0.486 1
1.414 0.487 1
1.410 0.488 1
1.403 0.490 1
1.395 0.491 1
1.387 0.493 1
1.379 0.494 1
1.371 0.496 0
1.366 0.497 0
1.355 0.499 0
1.279 0.502 0
1.274 0.504 0
1.330 0.508 0
1.320 0.512 0
1.310 0.517 0
1.298 0.522 0
1.286 0.528 0
1.275 0.534 0
1.264 0.540 0
1.246 0.547 0
1.228 0.554 0
1.210 0.561 0
1.191 0.568 0
1.172 0.575 0
1.156 0.582 0
1.101 0.589 0
1.082 0.596 0
1.060 0.603 0
1.040 0.610 0
1.021 0.618 0
1.002 0.625 0
0.982 0.632 0
0.963 0.640 0
0.945 0.647 0
0.926 0.651 0
0.907 0.655 0
0.889 0.669 2
0.871 0.671 2
0.853 0.676 2
0.835 0.674 2
0.821 0.675 2
1.085 0.680 0
1.469 0.680 0
1.467 0.678 0
1.471 0.676 0
1.471 0.676 0
1.470 0.677 0
1.468 0.678 0
1.463 0.680 0
1.456 0.682 0
1.065 0.685 0
1.056 0.690 0
1.049 0.695 0
1.038 0.701 0
1.029 0.707 0
0.714 0.715 2
0.695 0.723 2
0.672 0.734 2
0.653 0.742 2
0.639 0.750 2
0.625 0.757 2
0.612 0.764 2
0.601 0.767 2
0.595 0.766 2
0.595 0.765 2
0.596 0.761 2
0.597 0.760 2
0.600 0.760 2
0.600 0.759 2
0.603 0.758 2
1.056 0.757 0
1.062 0.756 0
1.062 0.755 0
1.424 0.754 0
1.422 0.754 0
1.421 0.755 0
1.597 0.757 0
1.054 0.758 0
1.595 0.760 0
1.586 0.763 0
1.066 0.767 0
1.219 0.772 0
1.205 0.779 0
0.993 0.782 0
0.976 0.782 0
0.960 0.781 0
0.941 0.781 0
0.925 0.775 0
0.909 0.776 0
0.889 0.777 2
0.872 0.779 2
0.856 0.781 2
0.839 0.784 2
0.822 0.791 2
0.806 0.901 2
0.792 0.902 2
0.779 0.901 2
0.771 0.805 2
0.769 0.800 2
0.770 0.799 2
0.770 0.798 2
0.770 0.794 2
0.770 0.793 2
0.769 0.792 2
0.769 0.791 2
0.769 0.791 2
0.769 0.790 2
0.769 0.789 2
0.768 0.789 2
0.768 0.789 2
0.768 0.788 2
0.768 0.787 2
0.768 0.405 2
0.768 0.397 2
0.770 0.393 2
0.770 0.392 2
0.776 0.390 2
0.784 0.389 2
0.773 0.384 2
0.769 0.386 2
0.768 0.411 2
0.768 0.782 2
0.770 0.430 2
0.774 0.808 2
0.784 0.379 2
1.772 0.372 1
1.768 0.369 1
0.915 0.367 1
0.917 0.747 0
0.912 0.745 0
0.912 0.745 0
0.908 0.746 0
0.908 0.746 0
0.911 0.746 0
0.912 0.745 0
0.905 0.743 0
0.899 0.740 2
0.888 0.736 2
0.879 0.732 2
0.871 0.726 2
0.856 0.393 2
0.849 0.379 2
1.673 0.382 1
1.669 0.386 1
2.672 0.392 1
2.672 0.701 0
2.075 0.404 1
1.671 0.398 1
2.075 0.402 1
2.670 0.430 1
2.666 0.428 1
2.662 0.697 0
2.655 0.695 0
2.648 0.689 0
2.640 0.685 0
2.630 0.682 0
2.620 0.678 0
2.403 0.675 0
2.389 0.481 1
2.585 0.667 0
2.569 0.663 0
2.549 0.659 0
2.325 0.555 0
1.500 0.650 0
1.479 0.536 0
1.458 0.642 0
1.440 0.638 0
1.421 0.633 0
1.412 0.628 0
2.395 0.624 0
1.367 0.619 0
1.348 0.615 0
1.326 0.610 0
1.309 0.606 0
1.286 0.601 0
1.270 0.597 0
1.264 0.592 0
1.248 0.587 0
1.214 0.582 0
1.989 0.578 0
1.970 0.571 0
2.159 0.567 0
1.933 0.565 0
1.917 0.561 0
1.895 0.557 0
1.105 0.553 0
1.088 0.549 0
2.044 0.545 0
2.024 0.541 0
2.004 0.537 0
1.984 0.533 0
1.964 0.529 0
1.943 0.525 0
1.924 0.521 0
1.904 0.517 0
1.885 0.513 0
0.575 0.510 2
0.575 0.506 2
1.828 0.502 0
0.574 0.498 2
1.790 0.494 1
1.773 0.491 1
0.803 0.488 2
0.787 0.485 2
0.776 0.482 2
0.765 0.480 2
0.763 0.478 2
0.766 0.479 2
0.766 0.478 2
0.766 0.478 2
0.766 0.477 2
0.765 0.477 2
0.765 0.473 2
0.767 0.476 2
0.767 0.475 2
0.767 0.474 2
0.779 0.473 2
1.512 0.472 1
1.505 0.471 1
1.514 0.470 1
1.726 0.468 1
1.725 0.468 1
1.724 0.469 1
1.724 0.469 1
1.724 0.469 1
1.724 0.469 1
1.724 0.469 1
1.724 0.469 1
1.723 0.469 1
1.723 0.469 1
1.723 0.468 1
1.723 0.468 1
1.723 0.469 1
1.723 0.468 1
1.722 0.468 1
1.720 0.468 1
0.569 0.468 2
1.711 0.467 1
1.704 0.466 1
1.696 0.466 1
0.570 0.465 2
1.680 0.464 1
1.672 0.463 1
1.663 0.463 1
1.655 0.462 1
1.647 0.461 1
1.639 0.461 1
1.426 0.461 1
1.415 0.462 1
1.413 0.462 1
1.603 0.463 1
1.593 0.464 1
1.380 0.465 1
1.371 0.466 1
1.363 0.467 1
1.355 0.469 1
1.347 0.471 1
1.340 0.472 1
1.332 0.474 1
1.515 0.476 1
1.505 0.478 1
1.494 0.479 1
1.484 0.481 1
1.473 0.482 1
1.464 0.484 1
1.454 0.486 1
1.444 0.488 1
1.434 0.490 1
1.424 0.492 1
1.415 0.494 1
1.406 0.497 0
1.397 0.499 0
1.387 0.502 0
1.377 0.505 0
1.366 0.508 0
1.354 0.512 0
1.340 0.517 0
1.326 0.523 0
1.311 0.528 0
1.298 0.534 0
1.279 0.541 0
1.262 0.549 0
1.245 0.556 0
1.227 0.565 0
1.209 0.571 0
1.192 0.579 0
1.174 0.587 0
1.156 0.595 0
1.141 0.603 0
1.122 0.611 0
1.103 0.619 0
1.084 0.627 0
1.065 0.636 0
1.043 0.645 0
1.024 0.651 0
1.006 0.662 0
0.988 0.670 0
0.970 0.678 0
0.952 0.687 0
0.933 0.696 0
0.915 0.705 0
0.897 0.714 2
0.878 0.722 2
0.860 0.730 2
0.843 0.738 2
0.825 0.746 2
0.809 0.753 2
0.794 0.759 2
0.785 0.762 2
0.784 0.760 2
0.787 0.759 2
0.788 0.758 2
0.789 0.758 2
0.788 0.758 2
0.788 0.758 2
0.791 0.758 2
0.791 0.757 2
0.789 0.757 2
0.785 0.759 2
0.784 0.758 2
0.783 0.766 2
0.783 0.760 2
0.782 0.759 2
0.782 0.759 2
0.781 0.755 2
0.780 0.755 2
0.779 0.754 2
0.777 0.754 2
0.776 0.754 2
0.775 0.757 2
